time_T1_s,time_T2_s,time_T3_s,nose_T1,nose_T2,nose_T3,forehead_T1,forehead_T2,forehead_T3,left_cheek_T1,left_cheek_T2,left_cheek_T3,right_cheek_T1,right_cheek_T2,right_cheek_T3
5.0373,5.0373,5.0373,-0.016073,0.038013,0.021989,0.013776,0.116806,0.037922,-0.001715,0.086704,-0.001144,0.015699,0.067038,0.063546
5.0657,5.0657,5.0657,-0.015835,0.040040,0.022969,0.013631,0.118086,0.038100,-0.001791,0.089509,-0.000770,0.015802,0.069142,0.064188
5.0942,5.0942,5.0942,-0.015709,0.042548,0.023281,0.013428,0.119217,0.038144,-0.001788,0.092118,-0.000589,0.015935,0.071226,0.064639
5.1227,5.1227,5.1227,-0.015492,0.045267,0.023262,0.013253,0.120371,0.038158,-0.001753,0.094720,-0.000568,0.015975,0.073385,0.064759
5.1511,5.1511,5.1511,-0.015192,0.047799,0.023461,0.013102,0.121565,0.038121,-0.001636,0.097319,-0.000625,0.016035,0.075535,0.064623
5.1796,5.1796,5.1796,-0.015004,0.050857,0.023276,0.013010,0.122633,0.037938,-0.001511,0.099681,-0.000875,0.016175,0.077499,0.064093
5.2080,5.2080,5.2080,-0.014894,0.054317,0.022706,0.012946,0.123650,0.037629,-0.001412,0.102148,-0.001338,0.016237,0.079478,0.063179
5.2365,5.2365,5.2365,-0.014881,0.057487,0.021845,0.012872,0.124603,0.037187,-0.001259,0.104643,-0.001990,0.016325,0.081445,0.061811
5.2650,5.2650,5.2650,-0.014410,0.059879,0.020487,0.012876,0.125623,0.036567,-0.001113,0.107232,-0.002757,0.016445,0.083489,0.060221
5.2934,5.2934,5.2934,-0.014282,0.062518,0.018712,0.012888,0.126668,0.035847,-0.001004,0.109842,-0.003826,0.016497,0.085484,0.058193
5.3219,5.3219,5.3219,-0.013868,0.065204,0.017194,0.012915,0.127736,0.034959,-0.000902,0.112511,-0.004998,0.016626,0.087378,0.055967
5.3503,5.3503,5.3503,-0.013713,0.067965,0.015300,0.012920,0.128793,0.033879,-0.000797,0.115297,-0.006314,0.016704,0.089198,0.053428
5.3788,5.3788,5.3788,-0.013277,0.070453,0.013018,0.012950,0.129839,0.032618,-0.000669,0.118069,-0.007863,0.016791,0.090735,0.050745
5.4073,5.4073,5.4073,-0.012954,0.072815,0.010875,0.012997,0.130847,0.031138,-0.000587,0.120584,-0.009660,0.016924,0.091903,0.047793
5.4357,5.4357,5.4357,-0.012879,0.074966,0.008528,0.013067,0.131777,0.029417,-0.000463,0.122797,-0.011680,0.017056,0.092843,0.044547
5.4642,5.4642,5.4642,-0.012768,0.077156,0.006405,0.013098,0.132665,0.027517,-0.000401,0.124662,-0.013879,0.017256,0.093413,0.041153
5.4926,5.4926,5.4926,-0.012479,0.078872,0.004460,0.013185,0.133525,0.025509,-0.000317,0.126264,-0.016301,0.017471,0.093689,0.037602
5.5211,5.5211,5.5211,-0.012496,0.079707,0.002956,0.013261,0.134363,0.023399,-0.000272,0.127421,-0.018887,0.017688,0.093744,0.034030
5.5495,5.5495,5.5495,-0.012567,0.080948,0.001156,0.013208,0.134960,0.021214,-0.000347,0.128372,-0.021386,0.017824,0.093731,0.030694
5.5780,5.5780,5.5780,-0.012644,0.081831,0.000199,0.013063,0.135168,0.019081,-0.000499,0.129000,-0.023160,0.017831,0.093581,0.028100
5.6065,5.6065,5.6065,-0.012559,0.082468,-0.001344,0.012924,0.135137,0.017068,-0.000581,0.129169,-0.024500,0.017856,0.093275,0.026222
5.6349,5.6349,5.6349,-0.012905,0.083290,-0.003627,0.012661,0.135300,0.015137,-0.000760,0.129272,-0.025822,0.017874,0.093071,0.024307
5.6634,5.6634,5.6634,-0.013117,0.083802,-0.005764,0.012414,0.135585,0.013351,-0.000882,0.129551,-0.027202,0.017852,0.092923,0.022339
5.6918,5.6918,5.6918,-0.013452,0.084111,-0.007507,0.012134,0.135833,0.011769,-0.000957,0.129876,-0.028458,0.017880,0.092817,0.020422
5.7203,5.7203,5.7203,-0.013795,0.084918,-0.009190,0.011906,0.136066,0.010295,-0.001069,0.130207,-0.029565,0.017906,0.092637,0.018585
5.7488,5.7488,5.7488,-0.014105,0.085392,-0.010860,0.011703,0.136337,0.009026,-0.001175,0.130836,-0.030558,0.018003,0.092676,0.017014
5.7772,5.7772,5.7772,-0.014330,0.085569,-0.011888,0.011493,0.136762,0.007933,-0.001251,0.131491,-0.031339,0.018134,0.092717,0.015772
5.8057,5.8057,5.8057,-0.014443,0.086118,-0.012722,0.011362,0.137221,0.007121,-0.001339,0.132111,-0.032011,0.018345,0.092778,0.014958
5.8341,5.8341,5.8341,-0.015104,0.087199,-0.013025,0.011192,0.137598,0.006532,-0.001429,0.132663,-0.032625,0.018498,0.092719,0.014464
5.8626,5.8626,5.8626,-0.015186,0.088126,-0.012717,0.011112,0.137955,0.006194,-0.001532,0.133154,-0.033015,0.018723,0.092702,0.014459
5.8911,5.8911,5.8911,-0.015868,0.089035,-0.012016,0.011024,0.138297,0.006145,-0.001617,0.133689,-0.033146,0.018937,0.092740,0.014832
5.9195,5.9195,5.9195,-0.016310,0.089796,-0.011135,0.010928,0.138682,0.006420,-0.001678,0.134223,-0.033002,0.019220,0.092822,0.015788
5.9480,5.9480,5.9480,-0.017027,0.090676,-0.009532,0.010872,0.139121,0.006977,-0.001719,0.134825,-0.032547,0.019620,0.093043,0.017037
5.9764,5.9764,5.9764,-0.017610,0.091365,-0.008125,0.010893,0.139564,0.007807,-0.001692,0.135377,-0.031736,0.019986,0.093257,0.018724
6.0049,6.0049,6.0049,-0.018177,0.092106,-0.006612,0.010948,0.139899,0.009030,-0.001738,0.135959,-0.030603,0.020391,0.093477,0.020984
6.0334,6.0334,6.0334,-0.018339,0.092477,-0.005113,0.011088,0.140255,0.010495,-0.001705,0.136486,-0.029099,0.020720,0.093763,0.023609
6.0618,6.0618,6.0618,-0.018895,0.092925,-0.003637,0.011203,0.140510,0.012136,-0.001772,0.136979,-0.027355,0.021078,0.094082,0.026571
6.0903,6.0903,6.0903,-0.018910,0.093486,-0.002562,0.011312,0.140775,0.013867,-0.001690,0.137461,-0.025369,0.021410,0.094447,0.029579
6.1187,6.1187,6.1187,-0.019052,0.093811,-0.001244,0.011469,0.140967,0.015676,-0.001595,0.137811,-0.023501,0.021759,0.094798,0.032418
6.1472,6.1472,6.1472,-0.019339,0.093550,-0.000420,0.011606,0.141083,0.017465,-0.001588,0.137987,-0.022341,0.022145,0.095149,0.034533
6.1757,6.1757,6.1757,-0.019723,0.092753,0.001059,0.011756,0.141078,0.019168,-0.001516,0.137902,-0.021507,0.022463,0.095431,0.035961
6.2041,6.2041,6.2041,-0.020080,0.091191,0.003151,0.011887,0.140843,0.020752,-0.001432,0.137537,-0.020632,0.022715,0.095602,0.037384
6.2326,6.2326,6.2326,-0.019933,0.089222,0.005485,0.011929,0.140546,0.022197,-0.001100,0.136666,-0.019597,0.023156,0.095425,0.038911
6.2610,6.2610,6.2610,-0.019411,0.087080,0.007421,0.011888,0.140067,0.023485,-0.000464,0.135252,-0.018668,0.024047,0.094642,0.040528
6.2895,6.2895,6.2895,-0.018590,0.084682,0.009253,0.011743,0.139401,0.024685,0.000137,0.133443,-0.017822,0.024928,0.093689,0.042131
6.3179,6.3179,6.3179,-0.017714,0.082334,0.011179,0.011478,0.138660,0.025707,0.000687,0.131362,-0.017036,0.025710,0.092529,0.043788
6.3464,6.3464,6.3464,-0.016971,0.080045,0.012939,0.011224,0.137709,0.026663,0.001335,0.129024,-0.016292,0.026480,0.091102,0.045418
6.3749,6.3749,6.3749,-0.016369,0.078069,0.014582,0.010927,0.136686,0.027471,0.001991,0.126391,-0.015601,0.027309,0.089393,0.046930
6.4033,6.4033,6.4033,-0.015672,0.076566,0.016149,0.010693,0.135560,0.028161,0.002803,0.123425,-0.014831,0.028212,0.087420,0.048276
6.4318,6.4318,6.4318,-0.015195,0.074811,0.017178,0.010450,0.134296,0.028722,0.003680,0.120130,-0.014089,0.029094,0.085173,0.049443
6.4602,6.4602,6.4602,-0.014339,0.072937,0.017744,0.010277,0.132949,0.029162,0.004559,0.116622,-0.013495,0.030007,0.082843,0.050412
6.4887,6.4887,6.4887,-0.013231,0.071448,0.018268,0.010186,0.131574,0.029433,0.005439,0.112986,-0.013022,0.030816,0.080535,0.050988
6.5172,6.5172,6.5172,-0.012036,0.070099,0.018177,0.010118,0.130147,0.029571,0.006357,0.109239,-0.012765,0.031625,0.078171,0.051254
6.5456,6.5456,6.5456,-0.010938,0.068906,0.018017,0.010004,0.128720,0.029613,0.007288,0.105486,-0.012673,0.032565,0.075844,0.051242
6.5741,6.5741,6.5741,-0.009643,0.067995,0.017859,0.009927,0.127416,0.029511,0.008167,0.101678,-0.012639,0.033332,0.073538,0.050968
6.6025,6.6025,6.6025,-0.008917,0.067397,0.017342,0.009831,0.126120,0.029262,0.009092,0.097928,-0.012865,0.034223,0.071243,0.050274
6.6310,6.6310,6.6310,-0.007640,0.066960,0.016229,0.009790,0.124893,0.028860,0.010149,0.094218,-0.013350,0.035026,0.069011,0.049312
6.6595,6.6595,6.6595,-0.006869,0.066438,0.014908,0.009764,0.123666,0.028339,0.011100,0.090511,-0.014131,0.035817,0.066729,0.048130
6.6879,6.6879,6.6879,-0.006112,0.066080,0.013101,0.009703,0.122509,0.027642,0.012087,0.086855,-0.014999,0.036589,0.064539,0.046770
6.7164,6.7164,6.7164,-0.005089,0.066167,0.011163,0.009715,0.121428,0.026727,0.013167,0.083398,-0.016080,0.037403,0.062348,0.045150
6.7448,6.7448,6.7448,-0.004191,0.066264,0.008958,0.009727,0.120503,0.025563,0.014150,0.080332,-0.017372,0.038256,0.060285,0.043121
6.7733,6.7733,6.7733,-0.003170,0.066813,0.006438,0.009813,0.119815,0.024217,0.015165,0.077703,-0.018906,0.039082,0.058391,0.040824
6.8018,6.8018,6.8018,-0.002839,0.067577,0.003899,0.010039,0.119229,0.022692,0.015883,0.075608,-0.020600,0.039688,0.056880,0.038270
6.8302,6.8302,6.8302,-0.003123,0.068611,0.001510,0.010324,0.118761,0.021007,0.016189,0.074077,-0.022379,0.039759,0.055788,0.035673
6.8587,6.8587,6.8587,-0.003740,0.069615,-0.001064,0.010625,0.118493,0.019197,0.016567,0.073044,-0.024237,0.039702,0.054923,0.032962
6.8871,6.8871,6.8871,-0.004150,0.070533,-0.003715,0.010970,0.118396,0.017309,0.016879,0.072245,-0.026181,0.039538,0.054217,0.029956
6.9156,6.9156,6.9156,-0.004423,0.071563,-0.006691,0.011266,0.118422,0.015302,0.017142,0.071628,-0.028278,0.039316,0.053795,0.026871
6.9440,6.9440,6.9440,-0.004463,0.072423,-0.009452,0.011548,0.118586,0.013258,0.017296,0.071347,-0.030424,0.038892,0.053586,0.023721
6.9725,6.9725,6.9725,-0.004572,0.072662,-0.012603,0.011726,0.118867,0.011229,0.017339,0.071374,-0.032681,0.038273,0.053657,0.020538
7.0010,7.0010,7.0010,-0.004786,0.073334,-0.015475,0.011829,0.119363,0.009278,0.017278,0.071741,-0.034966,0.037677,0.053972,0.017382
7.0294,7.0294,7.0294,-0.005026,0.074354,-0.018204,0.011881,0.120052,0.007336,0.017211,0.072389,-0.037275,0.036949,0.054357,0.014249
7.0579,7.0579,7.0579,-0.005387,0.075061,-0.021179,0.011932,0.120833,0.005386,0.017178,0.073187,-0.039636,0.036272,0.054771,0.011123
7.0863,7.0863,7.0863,-0.005685,0.075771,-0.023836,0.012022,0.121652,0.003534,0.017168,0.074137,-0.041830,0.035525,0.055131,0.008312
7.1148,7.1148,7.1148,-0.005956,0.076351,-0.026209,0.012166,0.122491,0.001774,0.017214,0.075072,-0.043895,0.034789,0.055425,0.005615
7.1433,7.1433,7.1433,-0.006194,0.076699,-0.028171,0.012300,0.123260,0.000137,0.017365,0.076063,-0.045931,0.034185,0.055658,0.003158
7.1717,7.1717,7.1717,-0.006133,0.076744,-0.029891,0.012507,0.123986,-0.001327,0.017499,0.077019,-0.047869,0.033414,0.055840,0.001056
7.2002,7.2002,7.2002,-0.006502,0.076769,-0.031070,0.012668,0.124729,-0.002606,0.017520,0.077978,-0.049474,0.032644,0.055979,-0.000575
7.2286,7.2286,7.2286,-0.006638,0.076989,-0.031778,0.012875,0.125452,-0.003672,0.017552,0.078947,-0.050831,0.031858,0.056173,-0.001904
7.2571,7.2571,7.2571,-0.006647,0.077020,-0.032103,0.013092,0.126172,-0.004500,0.017563,0.079918,-0.052068,0.031077,0.056378,-0.002988
7.2856,7.2856,7.2856,-0.006655,0.077103,-0.032130,0.013287,0.126873,-0.005042,0.017539,0.080803,-0.053028,0.030262,0.056544,-0.003541
7.3140,7.3140,7.3140,-0.006562,0.077889,-0.031828,0.013500,0.127577,-0.005326,0.017569,0.081464,-0.053720,0.029410,0.056676,-0.003527
7.3425,7.3425,7.3425,-0.006297,0.078583,-0.031196,0.013701,0.128216,-0.005265,0.017576,0.082012,-0.054025,0.028554,0.056862,-0.002951
7.3709,7.3709,7.3709,-0.005845,0.079323,-0.030968,0.013895,0.128813,-0.004951,0.017582,0.082537,-0.054091,0.027770,0.057090,-0.001927
7.3994,7.3994,7.3994,-0.005086,0.080248,-0.030722,0.014052,0.129460,-0.004405,0.017577,0.083010,-0.053862,0.027007,0.057395,-0.000567
7.4279,7.4279,7.4279,-0.004255,0.081163,-0.030404,0.014257,0.130081,-0.003661,0.017584,0.083428,-0.053501,0.026355,0.057688,0.000962
7.4563,7.4563,7.4563,-0.003912,0.082265,-0.029945,0.014456,0.130660,-0.002758,0.017617,0.083875,-0.052965,0.025759,0.058027,0.002777
7.4848,7.4848,7.4848,-0.003571,0.083120,-0.029113,0.014649,0.131255,-0.001730,0.017587,0.084318,-0.052325,0.025207,0.058371,0.004758
7.5132,7.5132,7.5132,-0.003365,0.083812,-0.028402,0.014838,0.131762,-0.000628,0.017625,0.084762,-0.051569,0.024825,0.058811,0.006983
7.5417,7.5417,7.5417,-0.003069,0.084423,-0.027265,0.015067,0.132276,0.000515,0.017609,0.085182,-0.050701,0.024535,0.059248,0.009255
7.5702,7.5702,7.5702,-0.002689,0.084818,-0.026341,0.015295,0.132680,0.001664,0.017596,0.085576,-0.049728,0.024201,0.059617,0.011627
7.5986,7.5986,7.5986,-0.002313,0.085295,-0.025276,0.015503,0.133044,0.002874,0.017503,0.085900,-0.048637,0.023732,0.060042,0.014178
7.6271,7.6271,7.6271,-0.001880,0.086026,-0.023807,0.015621,0.133359,0.004256,0.017326,0.086060,-0.047227,0.023192,0.060413,0.017026
7.6555,7.6555,7.6555,-0.001685,0.086625,-0.022301,0.015683,0.133636,0.005690,0.017090,0.086044,-0.045760,0.022681,0.060679,0.019716
7.6840,7.6840,7.6840,-0.001394,0.087126,-0.020846,0.015743,0.133859,0.007120,0.016829,0.085979,-0.044420,0.022178,0.060815,0.022409
7.7124,7.7124,7.7124,-0.001217,0.087720,-0.019752,0.015837,0.134048,0.008564,0.016615,0.085737,-0.043053,0.021749,0.060891,0.024996
7.7409,7.7409,7.7409,-0.001133,0.088590,-0.018263,0.015931,0.134190,0.009931,0.016344,0.085479,-0.041731,0.021339,0.061032,0.027520
7.7694,7.7694,7.7694,-0.000670,0.089212,-0.016997,0.016079,0.134264,0.011248,0.016200,0.085258,-0.040461,0.020963,0.061191,0.029612
7.7978,7.7978,7.7978,-0.000262,0.089933,-0.016122,0.016216,0.134328,0.012519,0.016034,0.085085,-0.039245,0.020660,0.061344,0.031724
7.8263,7.8263,7.8263,0.000112,0.090422,-0.015074,0.016333,0.134314,0.013641,0.015840,0.084886,-0.037995,0.020392,0.061342,0.033841
7.8547,7.8547,7.8547,0.000428,0.090927,-0.013919,0.016486,0.134276,0.014617,0.015701,0.084613,-0.036625,0.020152,0.061271,0.036076
7.8832,7.8832,7.8832,0.000806,0.091142,-0.013144,0.016607,0.134114,0.015594,0.015524,0.084357,-0.035347,0.019988,0.061096,0.038070
7.9117,7.9117,7.9117,0.000892,0.091553,-0.012464,0.016771,0.133966,0.016451,0.015329,0.084095,-0.034399,0.019827,0.060898,0.039593
7.9401,7.9401,7.9401,0.000877,0.091855,-0.011391,0.016887,0.133792,0.017254,0.015156,0.083983,-0.033593,0.019680,0.060852,0.040928
7.9686,7.9686,7.9686,0.000787,0.091775,-0.010461,0.017072,0.133676,0.018003,0.015038,0.084468,-0.032957,0.019573,0.061313,0.041910
7.9970,7.9970,7.9970,0.000696,0.091609,-0.009555,0.017212,0.133567,0.018651,0.014858,0.085049,-0.032484,0.019427,0.061974,0.042922
8.0255,8.0255,8.0255,0.000914,0.091103,-0.008790,0.017383,0.133429,0.019255,0.014682,0.085334,-0.031982,0.019274,0.062307,0.043668
8.0540,8.0540,8.0540,0.001017,0.090672,-0.008100,0.017529,0.133216,0.019767,0.014548,0.085387,-0.031458,0.019125,0.062346,0.044064
8.0824,8.0824,8.0824,0.001312,0.090336,-0.007603,0.017694,0.132980,0.020232,0.014450,0.085160,-0.030919,0.018986,0.062235,0.044274
8.1109,8.1109,8.1109,0.001227,0.090411,-0.007367,0.017829,0.132692,0.020598,0.014361,0.084742,-0.030398,0.018808,0.061992,0.044583
8.1393,8.1393,8.1393,0.001406,0.090630,-0.007105,0.017983,0.132414,0.020944,0.014383,0.084191,-0.029914,0.018643,0.061731,0.044628
8.1678,8.1678,8.1678,0.001566,0.090756,-0.007083,0.018128,0.132070,0.021277,0.014455,0.083523,-0.029519,0.018654,0.061418,0.044510
8.1963,8.1963,8.1963,0.001491,0.090414,-0.007194,0.018248,0.131721,0.021513,0.014471,0.082919,-0.029352,0.018661,0.061073,0.043982
8.2247,8.2247,8.2247,0.001454,0.089945,-0.007372,0.018282,0.131337,0.021625,0.014487,0.082315,-0.029300,0.018624,0.060669,0.043406
8.2532,8.2532,8.2532,0.001500,0.089669,-0.007845,0.018248,0.130957,0.021678,0.014412,0.081724,-0.029234,0.018523,0.060412,0.042735
8.2816,8.2816,8.2816,0.001423,0.089282,-0.008223,0.018162,0.130621,0.021632,0.014308,0.081234,-0.029300,0.018393,0.060157,0.042048
8.3101,8.3101,8.3101,0.001397,0.088839,-0.008628,0.018072,0.130321,0.021566,0.014254,0.080733,-0.029417,0.018301,0.059817,0.041279
8.3386,8.3386,8.3386,0.001252,0.088391,-0.009098,0.017979,0.130059,0.021405,0.014119,0.080185,-0.029694,0.018227,0.059401,0.040377
8.3670,8.3670,8.3670,0.001148,0.087607,-0.009436,0.017927,0.129785,0.021092,0.014049,0.079543,-0.030039,0.018073,0.058910,0.039194
8.3955,8.3955,8.3955,0.000832,0.086996,-0.009711,0.017862,0.129531,0.020800,0.013957,0.078856,-0.030496,0.017890,0.058454,0.037749
8.4239,8.4239,8.4239,0.000589,0.086463,-0.010161,0.017789,0.129229,0.020501,0.013834,0.078148,-0.031285,0.017653,0.058016,0.035805
8.4524,8.4524,8.4524,0.000285,0.085928,-0.010166,0.017727,0.128960,0.020132,0.013698,0.077447,-0.032240,0.017336,0.057515,0.033812
8.4808,8.4808,8.4808,0.000190,0.085194,-0.009867,0.017571,0.128633,0.019697,0.013538,0.076737,-0.033138,0.016968,0.056984,0.031982
8.5093,8.5093,8.5093,0.000159,0.084392,-0.009730,0.017337,0.128279,0.019199,0.013283,0.075998,-0.034054,0.016514,0.056168,0.030057
8.5378,8.5378,8.5378,-0.000132,0.083357,-0.009504,0.017037,0.127797,0.018543,0.012888,0.074619,-0.035001,0.015941,0.054739,0.028281
8.5662,8.5662,8.5662,-0.000506,0.081949,-0.009357,0.016623,0.127223,0.017767,0.012405,0.073202,-0.035813,0.015323,0.053036,0.026405
8.5947,8.5947,8.5947,-0.000988,0.080545,-0.009621,0.016126,0.126536,0.016874,0.011875,0.071912,-0.036947,0.014580,0.051618,0.024591
8.6231,8.6231,8.6231,-0.001369,0.079103,-0.010082,0.015604,0.125829,0.015924,0.011315,0.070859,-0.038206,0.013777,0.050432,0.022745
8.6516,8.6516,8.6516,-0.001930,0.077511,-0.010427,0.015033,0.125043,0.015014,0.010728,0.069995,-0.039593,0.012908,0.049296,0.020697
8.6801,8.6801,8.6801,-0.002062,0.075475,-0.010797,0.014485,0.124228,0.014247,0.010155,0.069359,-0.041003,0.012128,0.048407,0.018527
8.7085,8.7085,8.7085,-0.002379,0.073368,-0.010748,0.013906,0.123356,0.013649,0.009612,0.068819,-0.042418,0.011356,0.047574,0.016748
8.7370,8.7370,8.7370,-0.002651,0.070838,-0.010104,0.013375,0.122396,0.013112,0.009062,0.068339,-0.043718,0.010602,0.046841,0.014894
8.7654,8.7654,8.7654,-0.003274,0.068504,-0.009908,0.012890,0.121335,0.012654,0.008594,0.067880,-0.044733,0.009897,0.046046,0.013634
8.7939,8.7939,8.7939,-0.003474,0.066497,-0.010026,0.012430,0.120189,0.012320,0.008122,0.067466,-0.045593,0.009218,0.045395,0.012611
8.8224,8.8224,8.8224,-0.003792,0.064213,-0.009604,0.012010,0.118965,0.012126,0.007698,0.066978,-0.046173,0.008574,0.044787,0.011606
8.8508,8.8508,8.8508,-0.004206,0.062097,-0.009479,0.011572,0.117659,0.011977,0.007249,0.066493,-0.046634,0.007930,0.044204,0.010730
8.8793,8.8793,8.8793,-0.004639,0.059801,-0.009207,0.011118,0.116341,0.012001,0.006745,0.066062,-0.046917,0.007265,0.043681,0.009870
8.9077,8.9077,8.9077,-0.005026,0.057418,-0.008738,0.010681,0.114995,0.012113,0.006347,0.065568,-0.046927,0.006677,0.043263,0.009273
8.9362,8.9362,8.9362,-0.005432,0.055160,-0.008379,0.010255,0.113650,0.012402,0.005919,0.065138,-0.046749,0.006154,0.042883,0.009097
8.9647,8.9647,8.9647,-0.005628,0.052960,-0.008136,0.009901,0.112291,0.012770,0.005644,0.064758,-0.046437,0.005678,0.042536,0.009096
8.9931,8.9931,8.9931,-0.005856,0.050704,-0.008254,0.009590,0.110916,0.013304,0.005402,0.064388,-0.045931,0.005338,0.042205,0.009482
9.0216,9.0216,9.0216,-0.006025,0.048731,-0.008686,0.009317,0.109536,0.013921,0.005206,0.064006,-0.045133,0.005007,0.042013,0.010064
9.0500,9.0500,9.0500,-0.006176,0.046588,-0.009139,0.009108,0.108159,0.014631,0.005097,0.063544,-0.044261,0.004845,0.041862,0.010888
9.0785,9.0785,9.0785,-0.006320,0.044863,-0.009366,0.008985,0.106798,0.015400,0.005029,0.062977,-0.043218,0.004696,0.041791,0.011828
9.1069,9.1069,9.1069,-0.006272,0.043355,-0.009623,0.008907,0.105487,0.016356,0.005086,0.062433,-0.042056,0.004682,0.042109,0.012810
9.1354,9.1354,9.1354,-0.006215,0.042737,-0.009709,0.008959,0.104241,0.017425,0.005237,0.061820,-0.040930,0.004673,0.042728,0.013949
9.1639,9.1639,9.1639,-0.006101,0.042830,-0.009259,0.009097,0.103035,0.018583,0.005491,0.061074,-0.039469,0.004854,0.043122,0.015376
9.1923,9.1923,9.1923,-0.005995,0.042823,-0.008704,0.009319,0.101789,0.019837,0.005747,0.060073,-0.037698,0.005091,0.043270,0.017333
9.2208,9.2208,9.2208,-0.005881,0.042789,-0.008251,0.009595,0.100611,0.021094,0.006004,0.059008,-0.035734,0.005413,0.043351,0.019464
9.2492,9.2492,9.2492,-0.005890,0.042728,-0.007348,0.009893,0.099435,0.022323,0.006235,0.057879,-0.033789,0.005629,0.043393,0.021626
9.2777,9.2777,9.2777,-0.005950,0.042877,-0.006933,0.010176,0.098320,0.023383,0.006401,0.056790,-0.031931,0.005856,0.043359,0.023540
9.3062,9.3062,9.3062,-0.006046,0.043172,-0.006886,0.010407,0.097282,0.024356,0.006564,0.055678,-0.030276,0.006068,0.043250,0.025490
9.3346,9.3346,9.3346,-0.005681,0.043103,-0.006119,0.010615,0.096277,0.025211,0.006727,0.054491,-0.029025,0.006229,0.043215,0.026869
9.3631,9.3631,9.3631,-0.005739,0.042933,-0.005071,0.010869,0.095336,0.025898,0.006860,0.053222,-0.028101,0.006400,0.043138,0.027821
9.3915,9.3915,9.3915,-0.005772,0.042786,-0.004634,0.011097,0.094372,0.026359,0.006979,0.051980,-0.027513,0.006504,0.042913,0.028462
9.4200,9.4200,9.4200,-0.005716,0.042733,-0.003754,0.011305,0.093356,0.026702,0.007114,0.050785,-0.027028,0.006559,0.042651,0.028788
9.4485,9.4485,9.4485,-0.005755,0.042459,-0.003571,0.011382,0.092272,0.026820,0.007194,0.049458,-0.026720,0.006561,0.042275,0.028941
9.4769,9.4769,9.4769,-0.005692,0.042119,-0.003793,0.011364,0.091077,0.026788,0.007186,0.048022,-0.026656,0.006491,0.041732,0.028946
9.5054,9.5054,9.5054,-0.005748,0.041521,-0.003751,0.011315,0.089759,0.026646,0.007188,0.046508,-0.026872,0.006401,0.041021,0.028626
9.5338,9.5338,9.5338,-0.005828,0.041071,-0.003066,0.011312,0.088336,0.026330,0.007175,0.044994,-0.027356,0.006367,0.040170,0.028137
9.5623,9.5623,9.5623,-0.005841,0.040298,-0.002156,0.011314,0.086930,0.025864,0.007203,0.043560,-0.027956,0.006269,0.039378,0.027388
9.5908,9.5908,9.5908,-0.006097,0.039171,-0.001244,0.011342,0.085548,0.025300,0.007188,0.042262,-0.028730,0.006241,0.038593,0.026519
9.6192,9.6192,9.6192,-0.006351,0.038127,-0.001073,0.011377,0.084173,0.024658,0.007155,0.041009,-0.029361,0.006112,0.037738,0.025588
9.6477,9.6477,9.6477,-0.006519,0.036620,-0.001183,0.011408,0.082827,0.023958,0.007169,0.039896,-0.030190,0.006018,0.036917,0.024698
