time_T1_s,time_T2_s,time_T3_s,nose_T1,nose_T2,nose_T3,forehead_T1,forehead_T2,forehead_T3,left_cheek_T1,left_cheek_T2,left_cheek_T3,right_cheek_T1,right_cheek_T2,right_cheek_T3
93.3747,93.3747,93.3747,0.022293,0.014956,0.036287,-0.005223,-0.038410,0.091405,0.004654,-0.021225,0.068533,-0.008071,-0.067900,0.110791
93.4032,93.4032,93.4032,0.021758,0.013518,0.034526,-0.005015,-0.041649,0.091005,0.004631,-0.024041,0.068358,-0.008613,-0.069872,0.108330
93.4316,93.4316,93.4316,0.021491,0.013487,0.032973,-0.004802,-0.044720,0.090581,0.004513,-0.026977,0.067937,-0.009157,-0.071880,0.105667
93.4601,93.4601,93.4601,0.021327,0.013593,0.031753,-0.004698,-0.047591,0.090031,0.004246,-0.029809,0.067343,-0.009638,-0.073724,0.102784
93.4885,93.4885,93.4885,0.021048,0.014439,0.030692,-0.004670,-0.050108,0.089420,0.003954,-0.032475,0.066518,-0.009988,-0.075332,0.099711
93.5170,93.5170,93.5170,0.020362,0.014704,0.029826,-0.004670,-0.052215,0.088735,0.003630,-0.034762,0.065596,-0.010221,-0.076685,0.096607
93.5454,93.5454,93.5454,0.019888,0.015054,0.029061,-0.004693,-0.053985,0.088105,0.003453,-0.036684,0.064545,-0.010352,-0.077681,0.093614
93.5739,93.5739,93.5739,0.019726,0.015843,0.028215,-0.004651,-0.055296,0.087421,0.003375,-0.038421,0.063505,-0.010470,-0.078435,0.090670
93.6024,93.6024,93.6024,0.019735,0.016885,0.027710,-0.004591,-0.056123,0.086707,0.003292,-0.039906,0.062673,-0.010470,-0.078902,0.087973
93.6308,93.6308,93.6308,0.019855,0.018043,0.026969,-0.004501,-0.056461,0.085914,0.003202,-0.041250,0.061833,-0.010473,-0.079198,0.085390
93.6593,93.6593,93.6593,0.019684,0.019264,0.025887,-0.004375,-0.056418,0.085081,0.003173,-0.042295,0.060966,-0.010483,-0.079279,0.082920
93.6877,93.6877,93.6877,0.019616,0.020362,0.025096,-0.004262,-0.056047,0.084257,0.003244,-0.043230,0.060172,-0.010494,-0.079108,0.080595
93.7162,93.7162,93.7162,0.019619,0.021739,0.024379,-0.004177,-0.055400,0.083496,0.003317,-0.043870,0.059127,-0.010450,-0.078735,0.078253
93.7447,93.7447,93.7447,0.019884,0.022112,0.023637,-0.004078,-0.054477,0.082761,0.003461,-0.044231,0.057789,-0.010401,-0.077956,0.075815
93.7731,93.7731,93.7731,0.019833,0.022637,0.023077,-0.004064,-0.053314,0.082069,0.003549,-0.044208,0.056325,-0.010331,-0.076915,0.073369
93.8016,93.8016,93.8016,0.020067,0.021460,0.022459,-0.004029,-0.051881,0.081524,0.003646,-0.043781,0.054917,-0.010183,-0.075586,0.071209
93.8300,93.8300,93.8300,0.020165,0.020050,0.022072,-0.003975,-0.050230,0.081002,0.003730,-0.042935,0.053822,-0.010087,-0.073931,0.069534
93.8585,93.8585,93.8585,0.020652,0.017619,0.021581,-0.003906,-0.048625,0.080534,0.003853,-0.041981,0.052985,-0.009951,-0.072326,0.068421
93.8870,93.8870,93.8870,0.021024,0.015094,0.020925,-0.003811,-0.047050,0.080172,0.003984,-0.041337,0.052432,-0.009838,-0.070952,0.067658
93.9154,93.9154,93.9154,0.021356,0.012460,0.020074,-0.003722,-0.045543,0.079834,0.004124,-0.041071,0.051790,-0.009624,-0.069861,0.066970
93.9439,93.9439,93.9439,0.021628,0.010330,0.019103,-0.003695,-0.044261,0.079541,0.004625,-0.041263,0.051342,-0.009189,-0.069364,0.066350
93.9723,93.9723,93.9723,0.022060,0.008594,0.018211,-0.003758,-0.043186,0.079244,0.004745,-0.041695,0.050923,-0.008511,-0.069030,0.065945
94.0008,94.0008,94.0008,0.022560,0.006725,0.017115,-0.003814,-0.042345,0.078942,0.004662,-0.042255,0.050564,-0.007969,-0.068698,0.065636
94.0293,94.0293,94.0293,0.022915,0.005327,0.015830,-0.003863,-0.041747,0.078633,0.004700,-0.042847,0.050451,-0.007314,-0.068274,0.065499
94.0577,94.0577,94.0577,0.023152,0.003930,0.014503,-0.003958,-0.041570,0.078329,0.004731,-0.043374,0.050518,-0.006699,-0.067895,0.065589
94.0862,94.0862,94.0862,0.023768,0.002639,0.013062,-0.004079,-0.041760,0.078043,0.004858,-0.044091,0.050612,-0.006085,-0.067663,0.065584
94.1146,94.1146,94.1146,0.024052,0.001302,0.011506,-0.004283,-0.042298,0.077767,0.004893,-0.044875,0.050796,-0.005492,-0.067638,0.065572
94.1431,94.1431,94.1431,0.024235,-0.000560,0.010078,-0.004589,-0.043226,0.077566,0.004917,-0.045828,0.051079,-0.004921,-0.067715,0.065693
94.1716,94.1716,94.1716,0.024104,-0.002858,0.008535,-0.004945,-0.044600,0.077392,0.004954,-0.046872,0.051461,-0.004447,-0.067949,0.065874
94.2000,94.2000,94.2000,0.023792,-0.004997,0.007285,-0.005377,-0.046292,0.077310,0.005004,-0.047947,0.051956,-0.003941,-0.068362,0.066112
94.2285,94.2285,94.2285,0.023859,-0.007223,0.006164,-0.005779,-0.048275,0.077229,0.005128,-0.049147,0.052452,-0.003416,-0.068936,0.066311
94.2569,94.2569,94.2569,0.023843,-0.009531,0.004886,-0.006125,-0.050482,0.077137,0.005325,-0.050376,0.052872,-0.002877,-0.069695,0.066454
94.2854,94.2854,94.2854,0.023870,-0.012618,0.003810,-0.006404,-0.052755,0.076986,0.005580,-0.051831,0.053295,-0.002408,-0.070578,0.066553
94.3138,94.3138,94.3138,0.023531,-0.014567,0.003020,-0.006664,-0.055131,0.076836,0.005839,-0.053327,0.053683,-0.001897,-0.071701,0.066483
94.3423,94.3423,94.3423,0.023837,-0.016909,0.002132,-0.006893,-0.057542,0.076669,0.006148,-0.055029,0.054191,-0.001421,-0.072928,0.066401
94.3708,94.3708,94.3708,0.023521,-0.017763,0.001481,-0.007064,-0.059972,0.076524,0.006482,-0.056895,0.054666,-0.000985,-0.074331,0.066321
94.3992,94.3992,94.3992,0.023641,-0.018742,0.000811,-0.007207,-0.062447,0.076396,0.006808,-0.058788,0.055101,-0.000560,-0.075763,0.066372
94.4277,94.4277,94.4277,0.023706,-0.018969,0.000668,-0.007279,-0.064749,0.076292,0.007162,-0.060462,0.055462,-0.000176,-0.077144,0.066334
94.4561,94.4561,94.4561,0.023729,-0.019336,0.001070,-0.007385,-0.066964,0.076219,0.007468,-0.062027,0.055722,0.000124,-0.078430,0.066366
94.4846,94.4846,94.4846,0.023828,-0.019765,0.001970,-0.007417,-0.069090,0.076266,0.007727,-0.063502,0.056002,0.000298,-0.079714,0.066516
94.5131,94.5131,94.5131,0.023797,-0.020184,0.003100,-0.007349,-0.071105,0.076325,0.007735,-0.064730,0.056344,0.000252,-0.080866,0.066833
94.5415,94.5415,94.5415,0.023682,-0.020521,0.004273,-0.007150,-0.073062,0.076434,0.008072,-0.065757,0.056627,-0.000013,-0.081861,0.067139
94.5700,94.5700,94.5700,0.023420,-0.020598,0.005607,-0.006912,-0.074830,0.076638,0.008592,-0.066587,0.056942,-0.000190,-0.082644,0.067520
94.5984,94.5984,94.5984,0.023410,-0.020445,0.007198,-0.006649,-0.076446,0.076944,0.009103,-0.066799,0.057251,-0.000430,-0.083113,0.067946
94.6269,94.6269,94.6269,0.023622,-0.019736,0.008919,-0.006355,-0.077686,0.077295,0.009552,-0.066804,0.057602,-0.000665,-0.083366,0.068404
94.6554,94.6554,94.6554,0.023671,-0.018697,0.010572,-0.006025,-0.078687,0.077699,0.009934,-0.066520,0.058042,-0.000957,-0.083435,0.068931
94.6838,94.6838,94.6838,0.023707,-0.017662,0.012298,-0.005690,-0.079487,0.078110,0.010259,-0.066030,0.058453,-0.001313,-0.083242,0.069527
94.7123,94.7123,94.7123,0.023749,-0.016596,0.013947,-0.005344,-0.080087,0.078514,0.010519,-0.065285,0.058821,-0.001696,-0.082933,0.070080
94.7407,94.7407,94.7407,0.023850,-0.015902,0.015459,-0.005002,-0.080478,0.078877,0.010723,-0.064331,0.059065,-0.002063,-0.082442,0.070506
94.7692,94.7692,94.7692,0.024133,-0.015505,0.016854,-0.004656,-0.080758,0.079161,0.010907,-0.063255,0.059206,-0.002498,-0.081827,0.070862
94.7977,94.7977,94.7977,0.024371,-0.015336,0.018201,-0.004401,-0.080832,0.079439,0.010966,-0.062047,0.059374,-0.002990,-0.081122,0.071230
94.8261,94.8261,94.8261,0.024527,-0.014869,0.019546,-0.004263,-0.080699,0.079686,0.010944,-0.060666,0.059599,-0.003487,-0.080375,0.071667
94.8546,94.8546,94.8546,0.024575,-0.013753,0.020777,-0.004261,-0.080414,0.079939,0.010798,-0.059032,0.059775,-0.003907,-0.079436,0.072039
94.8830,94.8830,94.8830,0.024807,-0.012814,0.021583,-0.004277,-0.079976,0.080064,0.010615,-0.057328,0.059898,-0.004373,-0.078412,0.072477
94.9115,94.9115,94.9115,0.024800,-0.011864,0.022383,-0.004291,-0.079437,0.080169,0.010391,-0.055388,0.059883,-0.004780,-0.077325,0.072818
94.9400,94.9400,94.9400,0.024910,-0.010707,0.022935,-0.004329,-0.078843,0.080103,0.010179,-0.053325,0.059815,-0.005097,-0.076120,0.073105
94.9684,94.9684,94.9684,0.025032,-0.009643,0.023584,-0.004346,-0.078232,0.080012,0.009985,-0.051293,0.059673,-0.005423,-0.074888,0.073242
94.9969,94.9969,94.9969,0.024899,-0.008434,0.023954,-0.004385,-0.077673,0.079852,0.009859,-0.049377,0.059541,-0.005702,-0.073679,0.073394
95.0253,95.0253,95.0253,0.024872,-0.006944,0.024185,-0.004458,-0.077174,0.079659,0.009709,-0.047389,0.059383,-0.005871,-0.072502,0.073424
95.0538,95.0538,95.0538,0.024941,-0.005419,0.024473,-0.004588,-0.076778,0.079330,0.009537,-0.045344,0.059160,-0.006001,-0.071275,0.073443
95.0822,95.0822,95.0822,0.025027,-0.003650,0.024582,-0.004742,-0.076434,0.079016,0.009265,-0.043384,0.058879,-0.006103,-0.070030,0.073288
95.1107,95.1107,95.1107,0.024894,-0.001913,0.024655,-0.004903,-0.076134,0.078652,0.009043,-0.041527,0.058567,-0.006270,-0.068867,0.073086
95.1392,95.1392,95.1392,0.025015,-0.000370,0.024655,-0.005092,-0.075873,0.078197,0.008784,-0.039602,0.058238,-0.006370,-0.067763,0.072859
95.1676,95.1676,95.1676,0.024945,0.000726,0.024446,-0.005249,-0.075546,0.077716,0.008537,-0.038212,0.057898,-0.006466,-0.066851,0.072557
95.1961,95.1961,95.1961,0.024757,0.001472,0.023874,-0.005406,-0.075350,0.077247,0.008380,-0.036905,0.057522,-0.006497,-0.066053,0.072186
95.2245,95.2245,95.2245,0.024705,0.001959,0.023406,-0.005599,-0.075118,0.076699,0.008198,-0.035680,0.057182,-0.006477,-0.065266,0.071856
95.2530,95.2530,95.2530,0.024736,0.002181,0.022887,-0.005739,-0.074817,0.076125,0.008065,-0.034666,0.056779,-0.006466,-0.064605,0.071458
95.2815,95.2815,95.2815,0.024773,0.002542,0.022305,-0.005903,-0.074444,0.075483,0.007971,-0.033715,0.056334,-0.006472,-0.064023,0.071034
95.3099,95.3099,95.3099,0.024877,0.003426,0.021672,-0.006009,-0.074006,0.074868,0.007889,-0.032939,0.055878,-0.006475,-0.063556,0.070615
95.3384,95.3384,95.3384,0.024879,0.004758,0.020914,-0.006133,-0.073563,0.074233,0.007807,-0.032335,0.055463,-0.006481,-0.063142,0.070112
95.3668,95.3668,95.3668,0.024842,0.006319,0.020271,-0.006225,-0.073149,0.073589,0.007730,-0.031900,0.055005,-0.006445,-0.062845,0.069629
95.3953,95.3953,95.3953,0.024900,0.008045,0.019448,-0.006253,-0.072747,0.072931,0.007635,-0.031655,0.054530,-0.006413,-0.062606,0.069113
95.4238,95.4238,95.4238,0.024884,0.009104,0.018662,-0.006310,-0.072378,0.072264,0.007596,-0.031532,0.054047,-0.006426,-0.062572,0.068594
95.4522,95.4522,95.4522,0.024810,0.010089,0.018166,-0.006364,-0.071943,0.071637,0.007545,-0.031531,0.053593,-0.006430,-0.062599,0.068137
95.4807,95.4807,95.4807,0.024694,0.011114,0.017323,-0.006465,-0.071569,0.070967,0.007470,-0.031601,0.053115,-0.006489,-0.062711,0.067708
95.5091,95.5091,95.5091,0.024770,0.011798,0.016194,-0.006651,-0.071214,0.070296,0.007367,-0.031724,0.052645,-0.006599,-0.062855,0.067330
95.5376,95.5376,95.5376,0.024695,0.012797,0.014900,-0.006929,-0.070816,0.069594,0.007202,-0.031840,0.052316,-0.006709,-0.063102,0.066957
95.5661,95.5661,95.5661,0.024734,0.013401,0.013621,-0.007223,-0.070299,0.068861,0.006987,-0.031914,0.051884,-0.006803,-0.063266,0.066658
95.5945,95.5945,95.5945,0.024615,0.013822,0.012290,-0.007447,-0.069713,0.068103,0.006862,-0.031939,0.051470,-0.006838,-0.063348,0.066413
95.6230,95.6230,95.6230,0.024357,0.014060,0.011177,-0.007595,-0.069004,0.067392,0.006809,-0.031881,0.051138,-0.006881,-0.063436,0.066039
95.6514,95.6514,95.6514,0.024181,0.014287,0.009887,-0.007767,-0.068239,0.066646,0.006793,-0.031643,0.050691,-0.006907,-0.063456,0.065661
95.6799,95.6799,95.6799,0.024236,0.014551,0.008576,-0.007929,-0.067500,0.065908,0.006770,-0.031093,0.050415,-0.006916,-0.063350,0.065289
95.7083,95.7083,95.7083,0.024140,0.014555,0.007508,-0.008053,-0.066717,0.065184,0.006826,-0.030333,0.050037,-0.006895,-0.063047,0.064925
95.7368,95.7368,95.7368,0.024129,0.014548,0.006424,-0.008173,-0.065862,0.064495,0.006860,-0.029153,0.049667,-0.006912,-0.062597,0.064599
95.7653,95.7653,95.7653,0.023976,0.014059,0.005676,-0.008288,-0.064905,0.063806,0.006821,-0.028089,0.049423,-0.006965,-0.062261,0.064284
95.7937,95.7937,95.7937,0.023785,0.013248,0.004852,-0.008411,-0.063937,0.063203,0.006818,-0.027235,0.049159,-0.007033,-0.062218,0.063941
95.8222,95.8222,95.8222,0.023558,0.012218,0.003744,-0.008535,-0.062995,0.062626,0.006752,-0.026488,0.048965,-0.007054,-0.062459,0.063581
95.8506,95.8506,95.8506,0.023322,0.010911,0.002800,-0.008606,-0.062268,0.062037,0.006705,-0.025859,0.048706,-0.007049,-0.062789,0.063125
95.8791,95.8791,95.8791,0.023323,0.009747,0.002043,-0.008655,-0.061676,0.061408,0.006669,-0.025299,0.048538,-0.007066,-0.063161,0.062570
95.9076,95.9076,95.9076,0.022985,0.008326,0.001315,-0.008676,-0.061174,0.060799,0.006658,-0.024640,0.048425,-0.007005,-0.063524,0.062148
95.9360,95.9360,95.9360,0.022854,0.006883,0.000380,-0.008717,-0.060735,0.060155,0.006640,-0.023949,0.048399,-0.006962,-0.063831,0.061536
95.9645,95.9645,95.9645,0.022671,0.005340,-0.000272,-0.008800,-0.060319,0.059537,0.006625,-0.023177,0.048376,-0.006941,-0.064082,0.060923
95.9929,95.9929,95.9929,0.022473,0.004237,-0.000860,-0.008791,-0.059822,0.058953,0.006625,-0.022504,0.048376,-0.006907,-0.064229,0.060308
96.0214,96.0214,96.0214,0.022216,0.003171,-0.001408,-0.008802,-0.059405,0.058350,0.006631,-0.021764,0.048365,-0.006914,-0.064350,0.059596
96.0499,96.0499,96.0499,0.021844,0.002136,-0.001977,-0.008828,-0.058878,0.057710,0.006655,-0.021154,0.048290,-0.006903,-0.064440,0.058890
96.0783,96.0783,96.0783,0.021449,0.000988,-0.002023,-0.008799,-0.058254,0.057122,0.006696,-0.020584,0.048108,-0.006883,-0.064454,0.058137
96.1068,96.1068,96.1068,0.020997,-0.000269,-0.001988,-0.008756,-0.057492,0.056486,0.006780,-0.020108,0.047807,-0.006845,-0.064396,0.057339
96.1352,96.1352,96.1352,0.020501,-0.001494,-0.001893,-0.008775,-0.056634,0.055909,0.006786,-0.019733,0.047625,-0.006860,-0.064362,0.056608
96.1637,96.1637,96.1637,0.019923,-0.002904,-0.001818,-0.008932,-0.055655,0.055360,0.006743,-0.019514,0.047485,-0.006926,-0.064280,0.055849
96.1922,96.1922,96.1922,0.019433,-0.004347,-0.002029,-0.009159,-0.054612,0.054868,0.006604,-0.019384,0.047394,-0.007070,-0.064138,0.055275
96.2206,96.2206,96.2206,0.018837,-0.006022,-0.001888,-0.009350,-0.053483,0.054369,0.006492,-0.019283,0.047349,-0.007217,-0.064039,0.054759
96.2491,96.2491,96.2491,0.018260,-0.007540,-0.001625,-0.009507,-0.052252,0.053902,0.006462,-0.019619,0.047202,-0.007262,-0.063956,0.054154
96.2775,96.2775,96.2775,0.017700,-0.008995,-0.001776,-0.009626,-0.051069,0.053465,0.006396,-0.020304,0.047179,-0.007333,-0.064151,0.053528
96.3060,96.3060,96.3060,0.017127,-0.010467,-0.001751,-0.009722,-0.050043,0.053008,0.006368,-0.021360,0.047083,-0.007302,-0.064504,0.052853
96.3345,96.3345,96.3345,0.016663,-0.011644,-0.001854,-0.009778,-0.049178,0.052541,0.006305,-0.022396,0.046959,-0.007288,-0.064690,0.052173
96.3629,96.3629,96.3629,0.016239,-0.012493,-0.002060,-0.009778,-0.048392,0.052052,0.006189,-0.023217,0.046940,-0.007289,-0.064625,0.051593
96.3914,96.3914,96.3914,0.015829,-0.013110,-0.001944,-0.009787,-0.047528,0.051505,0.006142,-0.023894,0.046923,-0.007294,-0.064164,0.051010
96.4198,96.4198,96.4198,0.015385,-0.013415,-0.002275,-0.009804,-0.046464,0.050979,0.006075,-0.024322,0.046947,-0.007289,-0.063451,0.050469
96.4483,96.4483,96.4483,0.014709,-0.014248,-0.002687,-0.009811,-0.045189,0.050426,0.006035,-0.024488,0.046874,-0.007214,-0.062536,0.049960
96.4767,96.4767,96.4767,0.014557,-0.015227,-0.002833,-0.009786,-0.043786,0.049886,0.006004,-0.024688,0.046749,-0.007224,-0.061513,0.049252
96.5052,96.5052,96.5052,0.014116,-0.016310,-0.002831,-0.009754,-0.042264,0.049386,0.006001,-0.024722,0.046500,-0.007216,-0.060391,0.048574
96.5337,96.5337,96.5337,0.013694,-0.017586,-0.002693,-0.009681,-0.040738,0.048844,0.006015,-0.024848,0.046065,-0.007205,-0.059243,0.047742
96.5621,96.5621,96.5621,0.013325,-0.019100,-0.002670,-0.009597,-0.039312,0.048241,0.006042,-0.025023,0.045508,-0.007178,-0.058323,0.046670
96.5906,96.5906,96.5906,0.012833,-0.020514,-0.002658,-0.009547,-0.037887,0.047617,0.006069,-0.025464,0.044852,-0.007097,-0.057542,0.045562
96.6190,96.6190,96.6190,0.012574,-0.022005,-0.002222,-0.009425,-0.036480,0.047051,0.006091,-0.025910,0.044266,-0.007002,-0.056902,0.044440
96.6475,96.6475,96.6475,0.012276,-0.023360,-0.001760,-0.009282,-0.035089,0.046461,0.006151,-0.026234,0.043831,-0.006939,-0.056278,0.043409
96.6760,96.6760,96.6760,0.011983,-0.024504,-0.001685,-0.009191,-0.033650,0.045916,0.006193,-0.026394,0.043530,-0.006920,-0.055641,0.042454
96.7044,96.7044,96.7044,0.011620,-0.025197,-0.001721,-0.009065,-0.032279,0.045324,0.006238,-0.026454,0.043258,-0.006863,-0.054958,0.041331
96.7329,96.7329,96.7329,0.011481,-0.025742,-0.001704,-0.008900,-0.030924,0.044696,0.006293,-0.026323,0.042953,-0.006848,-0.054337,0.040147
96.7613,96.7613,96.7613,0.011171,-0.026068,-0.001959,-0.008735,-0.029589,0.044043,0.006378,-0.026106,0.042545,-0.006784,-0.053716,0.038852
96.7898,96.7898,96.7898,0.010986,-0.025739,-0.001959,-0.008592,-0.028333,0.043461,0.006428,-0.025595,0.042227,-0.006706,-0.052742,0.037653
96.8183,96.8183,96.8183,0.010748,-0.024634,-0.002009,-0.008507,-0.027077,0.042925,0.006389,-0.024492,0.041919,-0.006734,-0.051394,0.036609
96.8467,96.8467,96.8467,0.010417,-0.022569,-0.002022,-0.008509,-0.026002,0.042459,0.006270,-0.023357,0.041667,-0.006741,-0.050089,0.035519
96.8752,96.8752,96.8752,0.010145,-0.019565,-0.002038,-0.008589,-0.025034,0.042029,0.006124,-0.021948,0.041432,-0.006858,-0.048995,0.034536
96.9036,96.9036,96.9036,0.009767,-0.016141,-0.001979,-0.008759,-0.024036,0.041679,0.006006,-0.020559,0.041174,-0.006987,-0.048011,0.033552
96.9321,96.9321,96.9321,0.009430,-0.012760,-0.001571,-0.008951,-0.023073,0.041369,0.005935,-0.019425,0.040863,-0.007100,-0.047224,0.032581
96.9606,96.9606,96.9606,0.009119,-0.009240,-0.001190,-0.009101,-0.022192,0.041205,0.005816,-0.018222,0.040641,-0.007191,-0.046519,0.031684
96.9890,96.9890,96.9890,0.008755,-0.005463,-0.000584,-0.009200,-0.021345,0.041026,0.005821,-0.017063,0.040396,-0.007157,-0.045879,0.030847
97.0175,97.0175,97.0175,0.008755,-0.001158,0.000270,-0.009324,-0.020581,0.040949,0.005950,-0.015889,0.040425,-0.006793,-0.045197,0.030266
97.0459,97.0459,97.0459,0.008791,0.002153,0.001096,-0.009449,-0.019804,0.040906,0.005488,-0.014298,0.040337,-0.006439,-0.044432,0.029917
97.0744,97.0744,97.0744,0.009133,0.004700,0.001855,-0.009494,-0.019004,0.040904,0.005131,-0.012539,0.040518,-0.006097,-0.043683,0.029980
97.1029,97.1029,97.1029,0.009263,0.006819,0.002233,-0.009538,-0.018084,0.040968,0.005010,-0.010571,0.040945,-0.005617,-0.042834,0.030244
97.1313,97.1313,97.1313,0.009149,0.008619,0.002669,-0.009566,-0.016985,0.041020,0.004984,-0.008439,0.041456,-0.005137,-0.041836,0.030629
97.1598,97.1598,97.1598,0.009399,0.010301,0.003051,-0.009528,-0.015781,0.041202,0.005110,-0.006039,0.041991,-0.004671,-0.040597,0.031010
97.1882,97.1882,97.1882,0.009337,0.012436,0.003377,-0.009478,-0.014581,0.041378,0.005274,-0.003582,0.042529,-0.004323,-0.039212,0.031350
97.2167,97.2167,97.2167,0.009299,0.015141,0.003244,-0.009369,-0.013347,0.041575,0.005429,-0.001312,0.042967,-0.004105,-0.037950,0.031634
97.2451,97.2451,97.2451,0.009260,0.018300,0.003157,-0.009216,-0.012287,0.041763,0.005514,0.000637,0.043220,-0.003978,-0.036847,0.031732
97.2736,97.2736,97.2736,0.009195,0.021487,0.003301,-0.009043,-0.011322,0.041981,0.005685,0.002442,0.043343,-0.003917,-0.036035,0.031805
97.3021,97.3021,97.3021,0.009032,0.024602,0.003499,-0.008836,-0.010509,0.042140,0.005877,0.003939,0.043405,-0.003826,-0.035506,0.031906
97.3305,97.3305,97.3305,0.009261,0.027454,0.003773,-0.008609,-0.009784,0.042237,0.006076,0.005298,0.043492,-0.003731,-0.035277,0.032064
97.3590,97.3590,97.3590,0.009400,0.029400,0.003972,-0.008385,-0.009059,0.042323,0.006242,0.006126,0.043528,-0.003655,-0.035623,0.032069
97.3874,97.3874,97.3874,0.009601,0.030290,0.003804,-0.008135,-0.008311,0.042379,0.006398,0.006520,0.043570,-0.003555,-0.036446,0.032045
97.4159,97.4159,97.4159,0.009653,0.030508,0.003882,-0.007905,-0.007364,0.042415,0.006602,0.006882,0.043503,-0.003525,-0.037218,0.032028
97.4444,97.4444,97.4444,0.009788,0.030102,0.004057,-0.007666,-0.006350,0.042418,0.006753,0.006899,0.043417,-0.003489,-0.037839,0.031937
97.4728,97.4728,97.4728,0.010036,0.029294,0.004483,-0.007418,-0.005377,0.042411,0.006864,0.006803,0.043137,-0.003421,-0.038370,0.031678
97.5013,97.5013,97.5013,0.010193,0.029084,0.004692,-0.007215,-0.004532,0.042387,0.006945,0.006870,0.042832,-0.003416,-0.038655,0.031346
97.5297,97.5297,97.5297,0.010241,0.029177,0.005122,-0.007081,-0.003920,0.042308,0.007059,0.006806,0.042439,-0.003455,-0.038772,0.030990
97.5582,97.5582,97.5582,0.010526,0.028900,0.005724,-0.007039,-0.003453,0.042284,0.007035,0.006867,0.042117,-0.003639,-0.038784,0.030671
97.5867,97.5867,97.5867,0.010460,0.027638,0.005833,-0.007041,-0.003178,0.042213,0.006851,0.006963,0.041647,-0.004170,-0.038914,0.030178
97.6151,97.6151,97.6151,0.010075,0.026458,0.005668,-0.007094,-0.003083,0.042123,0.007211,0.006751,0.041338,-0.004669,-0.039222,0.029613
97.6436,97.6436,97.6436,0.009502,0.025703,0.005353,-0.007235,-0.003301,0.042031,0.007470,0.006160,0.040851,-0.005196,-0.039709,0.028772
97.6720,97.6720,97.6720,0.009153,0.024884,0.004948,-0.007331,-0.003882,0.041968,0.007557,0.005163,0.040299,-0.005810,-0.040651,0.027833
97.7005,97.7005,97.7005,0.009133,0.024227,0.004526,-0.007426,-0.004764,0.041974,0.007577,0.003824,0.039807,-0.006422,-0.041859,0.027094
97.7290,97.7290,97.7290,0.008964,0.023221,0.004046,-0.007495,-0.005965,0.041902,0.007500,0.002135,0.039395,-0.006977,-0.043389,0.026348
97.7574,97.7574,97.7574,0.009020,0.021469,0.003928,-0.007573,-0.007349,0.041821,0.007387,0.000233,0.039067,-0.007445,-0.045163,0.025688
97.7859,97.7859,97.7859,0.009003,0.019683,0.003690,-0.007691,-0.008895,0.041808,0.007243,-0.001729,0.038781,-0.007740,-0.047059,0.025088
97.8143,97.8143,97.8143,0.009030,0.017369,0.003962,-0.007775,-0.010580,0.041829,0.007125,-0.003622,0.038533,-0.007952,-0.048892,0.024536
97.8428,97.8428,97.8428,0.009195,0.014816,0.004144,-0.007890,-0.012413,0.041888,0.007056,-0.005566,0.038314,-0.008115,-0.050651,0.024021
97.8713,97.8713,97.8713,0.009434,0.012204,0.004257,-0.008047,-0.014240,0.041997,0.006918,-0.007432,0.038141,-0.008278,-0.052200,0.023538
97.8997,97.8997,97.8997,0.009480,0.009606,0.004625,-0.008181,-0.016048,0.042150,0.006779,-0.009286,0.037925,-0.008429,-0.053548,0.023040
97.9282,97.9282,97.9282,0.009457,0.007661,0.004858,-0.008330,-0.017845,0.042217,0.006647,-0.011114,0.037702,-0.008607,-0.054704,0.022584
97.9566,97.9566,97.9566,0.009483,0.005805,0.005270,-0.008490,-0.019689,0.042300,0.006519,-0.012982,0.037479,-0.008795,-0.055854,0.022207
97.9851,97.9851,97.9851,0.009676,0.003855,0.005636,-0.008678,-0.021647,0.042397,0.006435,-0.014887,0.037308,-0.008884,-0.056966,0.021925
98.0135,98.0135,98.0135,0.009715,0.001698,0.005864,-0.008879,-0.023719,0.042607,0.006362,-0.016866,0.037289,-0.008986,-0.058098,0.021723
98.0420,98.0420,98.0420,0.009719,-0.000431,0.005900,-0.009095,-0.025960,0.042833,0.006314,-0.018797,0.037409,-0.009152,-0.059366,0.021784
98.0705,98.0705,98.0705,0.009752,-0.003067,0.005850,-0.009307,-0.028231,0.043088,0.006232,-0.020810,0.037699,-0.009289,-0.060733,0.021992
98.0989,98.0989,98.0989,0.009831,-0.006397,0.006007,-0.009520,-0.030469,0.043421,0.006094,-0.022930,0.038334,-0.009421,-0.062349,0.022458
98.1274,98.1274,98.1274,0.009848,-0.009744,0.006323,-0.009701,-0.032806,0.043813,0.005985,-0.025367,0.038555,-0.009553,-0.064237,0.022882
98.1558,98.1558,98.1558,0.009923,-0.012330,0.006832,-0.009916,-0.035155,0.044232,0.005822,-0.028065,0.038830,-0.009718,-0.066242,0.023271
98.1843,98.1843,98.1843,0.010104,-0.014485,0.007212,-0.010116,-0.037576,0.044715,0.005666,-0.030932,0.039206,-0.009846,-0.068183,0.023904
98.2128,98.2128,98.2128,0.010077,-0.015906,0.007637,-0.010396,-0.039839,0.045183,0.005505,-0.033792,0.039707,-0.009975,-0.070094,0.024685
98.2412,98.2412,98.2412,0.010127,-0.016970,0.008234,-0.010768,-0.042081,0.045628,0.005224,-0.036501,0.040142,-0.010169,-0.071667,0.025281
